user_id,event,timestamp
787,view,2023-09-10 10:04:21
795,click,2023-05-11 05:07:57
58,purchase,2023-11-04 08:12:07
235,purchase,2023-02-26 17:16:41
842,view,2023-02-23 10:31:16
33,purchase,2023-01-15 21:00:41
825,purchase,2023-04-22 09:54:35
324,purchase,2023-12-23 06:45:07
411,logout,2023-11-19 05:56:18
275,login,2023-07-03 11:35:56
68,logout,2023-09-28 07:51:40
217,purchase,2023-11-19 18:30:40
936,login,2023-02-23 21:38:29
966,click,2023-10-22 16:54:43
581,logout,2023-10-02 00:04:25
898,logout,2023-07-02 04:25:23
736,logout,2023-06-24 05:16:07
323,view,2023-08-27 23:27:41
218,purchase,2023-01-03 00:56:40
672,click,2023-12-18 19:12:13
512,click,2023-01-31 18:26:15
406,click,2023-01-08 09:07:44
906,purchase,2023-04-10 09:23:02
937,login,2023-03-25 18:02:52
659,logout,2023-11-21 06:25:12
470,purchase,2023-02-28 01:37:25
147,logout,2023-08-02 03:13:34
272,purchase,2023-10-10 10:19:10
143,logout,2023-08-25 11:10:25
253,purchase,2023-07-24 23:11:13
763,login,2023-06-14 09:01:13
575,click,2023-02-13 04:20:11
552,logout,2023-10-29 10:27:11
270,purchase,2023-04-22 21:18:04
765,login,2023-04-03 06:58:02
599,login,2023-04-27 22:55:57
439,click,2023-02-17 07:42:32
920,purchase,2023-01-19 13:03:25
598,logout,2023-04-03 14:25:02
409,view,2023-06-13 01:03:27
371,login,2023-09-06 03:27:42
225,login,2023-11-05 07:40:33
142,click,2023-08-30 21:00:54
522,purchase,2023-06-27 12:36:27
506,view,2023-01-25 09:24:18
94,view,2023-02-13 01:16:13
774,view,2023-11-21 22:29:41
49,purchase,2023-12-18 12:34:49
882,logout,2023-07-14 02:44:45
113,login,2023-08-20 18:00:39
157,purchase,2023-07-28 04:23:00
643,view,2023-01-07 09:11:18
164,login,2023-09-03 10:14:49
812,login,2023-07-20 03:38:59
697,view,2023-08-12 07:49:50
433,view,2023-04-04 23:01:36
611,login,2023-10-07 01:19:06
66,click,2023-02-25 18:13:59
395,login,2023-04-24 02:51:06
391,logout,2023-06-16 16:47:47
611,logout,2023-01-01 14:34:50
480,click,2023-08-27 18:26:26
542,purchase,2023-05-18 00:29:01
258,login,2023-04-04 10:13:16
995,logout,2023-08-10 14:58:16
567,login,2023-06-11 18:41:29
882,click,2023-03-14 17:53:31
966,view,2023-09-16 00:23:21
12,click,2023-09-17 12:12:51
697,click,2023-02-03 05:58:47
739,click,2023-07-23 07:13:46
118,logout,2023-05-21 01:04:14
699,click,2023-01-27 06:49:01
907,view,2023-07-24 07:13:45
550,view,2023-07-31 07:12:41
769,view,2023-07-17 00:38:12
274,purchase,2023-11-02 09:53:39
788,click,2023-07-17 03:23:07
657,view,2023-08-04 05:04:14
349,purchase,2023-01-08 21:31:46
115,click,2023-06-01 15:17:33
301,click,2023-12-06 04:02:20
446,login,2023-07-02 13:58:35
162,click,2023-01-17 21:46:12
465,login,2023-09-04 20:52:52
4,logout,2023-05-31 05:59:42
977,logout,2023-05-25 23:25:49
740,purchase,2023-04-09 12:11:30
897,login,2023-10-18 05:29:43
737,logout,2023-01-07 07:23:18
270,logout,2023-05-19 16:21:22
996,logout,2023-11-03 05:32:21
513,click,2023-01-27 05:42:02
781,login,2023-05-14 21:47:31
183,logout,2023-04-04 15:27:23
520,login,2023-10-12 15:30:19
935,view,2023-09-13 04:39:24
109,view,2023-09-01 23:46:45
892,click,2023-02-10 06:13:02
641,view,2023-10-27 14:54:50
306,purchase,2023-08-14 23:43:55
862,login,2023-10-13 12:26:21
655,logout,2023-10-21 20:45:31
520,purchase,2023-05-10 03:17:53
624,purchase,2023-02-21 19:28:03
204,view,2023-01-18 05:14:18
157,login,2023-05-17 19:39:54
383,logout,2023-08-01 01:13:01
781,purchase,2023-05-12 11:29:20
166,click,2023-11-12 22:27:07
553,logout,2023-09-07 15:17:21
977,view,2023-03-09 23:56:56
798,login,2023-11-19 11:44:11
945,click,2023-10-30 14:08:07
544,logout,2023-09-23 21:42:14
941,logout,2023-06-30 10:35:57
1,purchase,2023-09-28 01:29:51
614,logout,2023-07-05 20:14:01
332,login,2023-09-03 08:12:17
501,login,2023-03-12 18:57:14
20,logout,2023-11-12 03:42:23
115,purchase,2023-02-22 08:55:01
952,click,2023-01-25 12:08:22
372,click,2023-10-06 02:01:25
900,purchase,2023-10-29 10:37:07
852,view,2023-06-27 17:52:58
827,login,2023-01-15 08:42:50
315,view,2023-04-24 23:04:58
246,purchase,2023-03-20 06:57:51
60,view,2023-01-18 00:18:14
247,purchase,2023-11-04 05:40:20
900,click,2023-03-19 11:11:36
581,click,2023-12-11 00:09:53
970,view,2023-01-17 06:35:30
81,view,2023-05-03 13:33:58
88,login,2023-12-29 11:38:53
750,click,2023-05-01 10:07:00
498,login,2023-07-20 03:43:23
836,view,2023-06-04 15:43:01
71,purchase,2023-11-13 16:08:07
779,click,2023-07-30 21:24:46
546,purchase,2023-07-03 20:24:20
785,login,2023-04-09 09:03:19
129,login,2023-01-15 05:19:49
132,logout,2023-10-20 13:10:48
676,click,2023-09-09 05:32:58
487,click,2023-03-16 05:12:47
970,login,2023-04-22 02:44:48
563,purchase,2023-05-19 15:14:25
170,click,2023-12-01 19:42:48
272,login,2023-10-31 05:58:15
541,logout,2023-01-19 13:33:57
894,view,2023-12-03 05:49:29
622,click,2023-09-12 15:51:33
434,view,2023-05-09 21:45:44
988,purchase,2023-04-17 02:33:48
217,logout,2023-02-18 08:11:28
952,click,2023-11-07 10:24:40
553,view,2023-05-23 22:11:14
774,view,2023-06-19 16:40:55
748,login,2023-12-12 10:36:54
707,view,2023-06-05 08:28:23
206,purchase,2023-10-16 16:07:47
731,view,2023-06-20 18:38:32
320,purchase,2023-12-14 10:37:32
409,purchase,2023-05-31 03:47:25
688,login,2023-05-12 16:03:01
666,logout,2023-03-14 13:15:45
383,purchase,2023-07-12 16:56:57
449,view,2023-09-26 18:32:45
922,view,2023-07-13 05:15:14
530,purchase,2023-05-23 15:55:17
463,view,2023-12-25 23:11:52
124,click,2023-11-06 15:17:22
254,login,2023-07-21 16:00:06
231,view,2023-04-14 14:01:01
66,login,2023-11-08 03:14:29
347,purchase,2023-02-02 01:59:42
22,purchase,2023-10-10 08:53:20
603,purchase,2023-06-14 20:37:25
568,login,2023-01-31 15:39:10
236,view,2023-06-17 05:32:58
603,click,2023-08-22 23:16:18
226,login,2023-11-16 08:46:34
8,click,2023-03-12 01:58:34
73,view,2023-07-31 20:11:23
725,view,2023-04-25 02:06:05
647,login,2023-05-05 17:54:27
61,logout,2023-02-09 20:16:54
235,click,2023-02-01 02:17:46
70,purchase,2023-05-08 08:26:06
928,click,2023-09-14 16:12:49
33,view,2023-04-25 19:33:50
881,view,2023-04-30 00:44:54
339,login,2023-06-23 04:14:10
73,logout,2023-08-23 00:50:26
527,purchase,2023-10-06 17:06:11
244,click,2023-06-15 11:41:22
286,logout,2023-03-06 17:14:30
686,purchase,2023-09-25 21:04:26
498,view,2023-06-22 09:31:33
220,view,2023-05-17 12:39:19
553,login,2023-06-23 15:33:01
136,login,2023-01-17 10:46:43
741,click,2023-10-10 06:24:04
958,logout,2023-12-04 21:20:03
904,logout,2023-12-21 00:47:42
585,purchase,2023-05-17 22:05:27
591,click,2023-08-27 18:49:52
485,login,2023-06-18 21:56:21
249,click,2023-04-17 15:02:29
804,view,2023-09-06 08:17:09
485,login,2023-11-04 09:06:28
827,logout,2023-01-23 06:36:57
417,login,2023-01-30 03:26:03
195,view,2023-09-18 15:53:14
97,login,2023-09-05 14:02:51
100,logout,2023-06-07 18:09:13
675,view,2023-05-22 02:18:18
442,purchase,2023-07-19 06:18:29
363,click,2023-11-08 02:45:20
434,purchase,2023-10-19 05:33:20
421,view,2023-09-21 20:33:57
479,view,2023-03-04 03:11:03
885,view,2023-01-13 02:15:05
747,logout,2023-02-25 10:48:03
56,view,2023-11-26 14:10:16
690,click,2023-08-24 22:59:23
670,logout,2023-09-21 08:14:46
662,view,2023-10-31 10:21:19
101,logout,2023-06-20 04:04:00
63,click,2023-01-14 12:20:59
413,click,2023-02-19 00:32:56
746,logout,2023-01-27 02:39:37
348,login,2023-04-02 15:38:10
820,purchase,2023-10-30 08:17:21
883,view,2023-09-08 13:21:13
112,purchase,2023-05-23 06:25:43
255,click,2023-05-21 15:29:17
197,purchase,2023-05-29 16:27:41
195,login,2023-08-09 07:06:11
550,purchase,2023-01-13 13:51:11
460,purchase,2023-08-23 23:53:33
144,click,2023-03-01 14:08:50
433,click,2023-09-21 17:19:01
188,view,2023-06-24 17:34:56
286,logout,2023-05-25 01:38:23
474,view,2023-05-25 11:24:57
256,click,2023-06-22 09:48:50
896,view,2023-10-24 08:27:46
946,purchase,2023-01-30 20:37:26
78,purchase,2023-08-11 21:20:19
454,click,2023-02-23 11:24:41
828,click,2023-07-25 14:55:25
883,view,2023-05-23 12:13:17
877,view,2023-06-04 13:56:46
564,purchase,2023-05-03 02:17:04
101,logout,2023-09-10 06:20:41
52,logout,2023-04-19 05:34:36
668,click,2023-04-07 22:32:57
554,view,2023-02-14 01:25:03
857,logout,2023-01-11 01:31:47
16,view,2023-10-13 16:59:12
993,login,2023-03-14 06:05:36
96,purchase,2023-07-13 19:25:36
949,view,2023-07-21 01:44:08
772,view,2023-05-31 06:59:01
870,view,2023-12-21 18:49:59
243,logout,2023-08-07 03:10:08
171,view,2023-02-15 17:36:43
417,login,2023-04-12 15:56:07
498,logout,2023-10-28 23:11:33
493,click,2023-04-12 02:04:35
219,click,2023-10-01 10:06:28
886,purchase,2023-06-23 07:34:00
411,login,2023-03-25 07:56:28
925,view,2023-08-26 15:06:31
61,login,2023-04-21 21:46:09
169,click,2023-09-27 12:22:06
389,view,2023-12-22 22:12:09
3,login,2023-07-10 18:19:03
400,logout,2023-03-19 17:47:50
272,view,2023-02-17 15:03:49
949,logout,2023-02-22 17:04:49
803,login,2023-11-28 04:55:01
804,view,2023-01-29 18:12:54
466,purchase,2023-06-25 13:20:35
293,purchase,2023-03-09 01:16:26
434,click,2023-12-16 00:17:44
714,view,2023-10-05 01:05:21
981,login,2023-06-22 20:44:13
749,purchase,2023-02-04 02:16:08
803,click,2023-11-11 18:31:50
570,view,2023-09-22 20:02:28
678,purchase,2023-11-25 08:49:44
736,view,2023-05-05 02:46:26
499,click,2023-09-17 08:43:04
159,login,2023-05-15 22:14:18
195,click,2023-10-03 13:23:48
304,login,2023-01-26 05:16:33
223,logout,2023-08-02 14:20:41
992,purchase,2023-07-30 13:24:12
60,logout,2023-04-23 18:22:21
594,login,2023-12-13 03:48:48
754,view,2023-04-27 11:47:55
556,login,2023-11-27 15:16:10
63,login,2023-03-03 04:03:19
766,view,2023-10-04 10:32:30
322,logout,2023-10-03 13:36:49
59,purchase,2023-12-27 03:17:25
52,login,2023-09-29 22:30:59
599,login,2023-09-05 15:47:42
489,purchase,2023-03-09 14:38:44
515,login,2023-11-05 05:47:11
942,purchase,2023-05-21 09:21:04
874,purchase,2023-07-17 13:56:50
544,purchase,2023-03-29 02:05:00
162,view,2023-02-17 03:10:48
59,logout,2023-03-20 01:16:22
984,logout,2023-11-04 14:35:13
521,click,2023-02-23 22:25:34
83,view,2023-04-02 22:32:28
872,click,2023-11-03 22:48:39
191,logout,2023-07-11 20:37:05
71,logout,2023-01-11 04:59:05
610,logout,2023-05-21 03:47:57
70,login,2023-08-04 03:51:14
692,click,2023-08-11 06:00:43
883,view,2023-05-24 06:30:04
241,click,2023-07-01 12:32:17
414,logout,2023-11-09 02:40:12
123,view,2023-08-03 05:43:19
965,click,2023-02-20 09:33:19
912,logout,2023-08-26 15:46:19
584,logout,2023-12-10 09:46:27
253,view,2023-02-03 11:35:11
593,purchase,2023-01-26 12:49:00
609,view,2023-05-01 02:47:54
41,purchase,2023-06-04 15:07:11
635,login,2023-10-06 10:18:19
84,view,2023-10-07 04:21:03
430,purchase,2023-07-05 21:28:55
674,click,2023-07-24 03:50:19
598,logout,2023-06-09 12:53:16
579,login,2023-10-26 17:07:59
536,view,2023-06-09 00:11:49
324,purchase,2023-11-16 18:04:45
958,click,2023-08-12 06:27:40
268,purchase,2023-01-29 15:24:23
210,view,2023-02-18 16:07:48
686,purchase,2023-05-04 02:54:43
734,view,2023-09-07 11:01:46
322,purchase,2023-01-29 19:16:05
245,logout,2023-06-24 18:03:58
272,view,2023-06-30 21:52:48
406,view,2023-09-22 03:04:30
135,login,2023-07-20 22:08:41
688,logout,2023-05-14 19:06:37
661,view,2023-02-19 20:09:54
308,click,2023-12-07 23:10:54
469,purchase,2023-11-18 23:20:26
324,click,2023-10-31 00:34:39
952,purchase,2023-08-03 02:31:13
770,purchase,2023-09-06 11:18:41
959,login,2023-08-17 06:33:45
75,view,2023-03-12 16:01:09
10,purchase,2023-10-26 04:14:36
470,login,2023-02-20 02:40:27
637,click,2023-06-18 00:17:40
577,login,2023-07-15 07:01:48
103,click,2023-12-20 16:27:12
76,view,2023-12-04 04:19:08
551,purchase,2023-01-22 12:29:06
219,logout,2023-11-19 21:07:26
519,click,2023-02-18 05:15:55
272,purchase,2023-07-21 05:03:42
136,logout,2023-03-01 10:12:27
956,logout,2023-04-29 02:38:46
358,click,2023-03-05 22:42:54
903,purchase,2023-03-04 21:38:29
71,logout,2023-05-06 07:24:58
901,login,2023-12-30 00:23:17
251,login,2023-10-03 11:27:16
379,purchase,2023-03-29 13:32:07
292,view,2023-05-15 09:10:07
162,login,2023-07-21 12:28:40
449,click,2023-12-14 13:18:50
854,purchase,2023-04-21 07:31:19
557,logout,2023-11-25 12:40:25
721,login,2023-01-31 15:01:39
310,purchase,2023-04-08 07:48:38
627,purchase,2023-03-18 05:39:59
827,view,2023-09-04 15:09:39
670,logout,2023-08-02 22:12:50
542,logout,2023-04-17 14:04:08
9,logout,2023-02-18 14:40:18
684,click,2023-08-31 17:37:50
837,purchase,2023-04-28 14:31:47
568,click,2023-08-27 14:53:11
307,click,2023-07-27 04:22:32
955,purchase,2023-02-06 06:48:57
680,logout,2023-07-15 04:19:16
107,purchase,2023-09-06 22:26:09
962,view,2023-03-07 11:48:01
900,purchase,2023-08-18 20:03:16
138,purchase,2023-08-14 12:01:03
271,login,2023-03-01 21:11:41
119,view,2023-03-08 11:42:19
912,login,2023-09-13 19:50:07
110,logout,2023-08-31 12:34:04
761,logout,2023-10-07 20:47:03
567,view,2023-12-17 07:15:27
160,click,2023-08-24 00:18:12
279,purchase,2023-05-12 02:50:33
289,login,2023-11-24 04:56:55
620,view,2023-12-25 19:38:57
216,login,2023-08-07 21:18:03
735,purchase,2023-01-16 23:57:31
352,click,2023-11-17 11:45:34
209,login,2023-12-02 11:01:27
704,view,2023-01-12 00:27:36
650,purchase,2023-02-01 13:03:06
874,purchase,2023-01-18 15:44:04
271,click,2023-09-07 02:46:55
518,view,2023-10-27 10:26:57
501,purchase,2023-08-12 23:53:51
258,login,2023-04-13 18:46:18
928,logout,2023-09-10 20:58:16
930,view,2023-03-23 20:52:35
867,login,2023-10-25 20:34:33
53,click,2023-08-11 04:42:18
95,click,2023-06-11 18:52:12
650,purchase,2023-08-29 01:11:17
434,click,2023-09-06 03:49:46
850,logout,2023-01-12 18:17:06
284,login,2023-07-13 10:03:04
46,view,2023-12-12 06:03:05
4,purchase,2023-09-01 13:35:32
342,view,2023-07-31 21:09:02
790,login,2023-04-23 11:56:07
134,logout,2023-09-07 07:00:34
653,login,2023-04-28 07:43:16
269,login,2023-07-07 13:22:19
166,purchase,2023-04-06 02:25:39
760,view,2023-11-09 12:14:13
453,login,2023-11-10 13:02:27
565,login,2023-09-24 00:34:38
723,logout,2023-06-07 17:03:24
438,click,2023-04-26 12:17:04
575,logout,2023-06-26 03:20:15
10,view,2023-01-29 08:09:28
115,view,2023-09-25 10:20:37
78,purchase,2023-01-24 06:25:47
968,click,2023-03-03 09:24:59
905,view,2023-06-20 17:25:12
708,click,2023-06-11 09:52:31
926,logout,2023-07-08 01:32:51
153,view,2023-06-30 08:54:52
559,login,2023-03-21 05:37:56
37,view,2023-05-13 02:49:28
855,click,2023-08-24 14:29:00
379,view,2023-02-25 19:05:21
597,purchase,2023-05-02 09:28:48
566,login,2023-12-01 13:37:22
152,purchase,2023-10-06 23:37:38
441,logout,2023-05-05 00:14:40
131,view,2023-10-13 03:14:15
43,view,2023-12-01 07:01:35
316,logout,2023-05-15 03:05:12
374,purchase,2023-06-04 20:18:29
921,login,2023-02-20 18:49:43
956,purchase,2023-10-23 09:54:41
816,click,2023-05-24 21:41:05
996,purchase,2023-07-19 23:57:45
882,login,2023-08-07 02:58:07
41,view,2023-02-11 05:42:21
921,purchase,2023-05-04 22:22:32
367,logout,2023-04-04 21:09:36
216,login,2023-07-01 03:50:22
699,view,2023-02-17 13:59:13
256,login,2023-04-14 21:01:00
683,logout,2023-06-24 14:32:18
106,click,2023-04-07 06:46:17
363,login,2023-02-24 17:04:29
799,login,2023-02-07 14:21:00
574,purchase,2023-01-20 15:40:31
906,logout,2023-04-23 16:58:18
896,logout,2023-05-30 04:32:09
417,click,2023-12-02 14:35:27
998,logout,2023-08-27 23:44:00
636,login,2023-06-12 09:17:53
768,click,2023-04-07 10:02:48
159,logout,2023-12-03 01:15:01
948,click,2023-12-17 10:08:47
953,logout,2023-03-04 00:30:31
243,logout,2023-11-12 22:09:47
886,purchase,2023-05-08 03:55:22
167,logout,2023-12-29 15:11:42
1000,click,2023-08-13 08:26:00
820,login,2023-10-08 01:24:14
831,purchase,2023-05-02 10:42:51
182,logout,2023-03-15 17:22:55
903,logout,2023-10-24 08:48:24
423,click,2023-03-03 21:10:44
26,purchase,2023-07-13 12:10:17
184,logout,2023-07-19 21:34:59
755,login,2023-07-01 07:01:56
947,login,2023-07-13 16:46:38
341,logout,2023-12-08 09:34:44
802,login,2023-04-30 19:48:20
954,purchase,2023-07-13 03:49:37
422,logout,2023-01-10 00:01:07
822,click,2023-02-04 23:19:06
686,purchase,2023-06-02 17:16:58
885,login,2023-07-16 07:05:01
753,logout,2023-06-27 13:41:54
831,purchase,2023-04-04 11:45:12
255,login,2023-03-25 13:17:28
274,logout,2023-08-15 13:09:40
164,view,2023-05-18 01:13:14
807,click,2023-01-19 21:31:36
719,login,2023-01-20 15:04:14
111,login,2023-04-20 06:25:52
392,view,2023-07-12 04:44:53
894,view,2023-08-21 01:16:42
40,purchase,2023-12-09 15:59:59
880,click,2023-11-24 07:55:41
482,click,2023-09-12 02:08:43
228,login,2023-09-19 04:20:46
205,view,2023-07-02 18:11:14
837,click,2023-04-21 23:22:04
941,logout,2023-07-28 10:19:13
472,click,2023-01-04 04:13:08
359,login,2023-11-26 00:13:07
313,click,2023-02-11 17:56:43
841,purchase,2023-06-17 08:32:16
815,view,2023-02-22 00:21:50
893,login,2023-12-09 17:05:00
234,login,2023-04-13 17:03:57
229,view,2023-10-10 12:51:59
25,view,2023-05-23 01:17:40
676,view,2023-10-24 15:39:39
198,login,2023-06-06 14:36:01
409,view,2023-05-23 02:47:00
337,view,2023-01-18 13:41:22
286,login,2023-06-05 13:41:28
886,login,2023-01-20 20:49:27
72,purchase,2023-08-10 11:24:36
991,click,2023-08-07 04:30:45
792,logout,2023-03-17 14:19:08
286,login,2023-05-21 18:57:59
360,logout,2023-08-03 20:24:41
657,purchase,2023-04-23 01:57:46
522,click,2023-01-29 13:21:56
410,click,2023-05-31 01:01:55
696,click,2023-07-15 20:00:07
864,purchase,2023-06-24 21:36:25
550,view,2023-10-24 20:45:45
340,click,2023-08-02 13:02:22
962,click,2023-04-19 15:11:08
29,purchase,2023-11-17 12:27:32
119,view,2023-08-31 01:01:57
899,click,2023-09-22 05:46:29
994,click,2023-08-26 07:20:05
268,view,2023-02-16 03:23:56
183,login,2023-02-19 23:13:46
595,login,2023-02-07 13:08:12
986,click,2023-06-02 23:26:55
272,logout,2023-05-25 22:27:38
40,view,2023-11-05 16:58:44
112,view,2023-05-12 16:30:14
611,logout,2023-08-05 15:22:10
445,view,2023-05-22 23:41:54
354,purchase,2023-10-21 04:47:07
747,view,2023-02-26 00:40:09
806,view,2023-03-19 07:21:14
322,view,2023-08-22 23:21:42
447,login,2023-07-17 17:21:56
621,purchase,2023-06-05 21:11:55
524,view,2023-07-14 05:03:50
119,purchase,2023-01-16 15:12:10
395,purchase,2023-01-18 14:15:28
922,purchase,2023-01-16 02:42:16
591,logout,2023-02-23 05:16:17
195,view,2023-10-05 03:09:29
261,login,2023-05-10 08:09:51
46,login,2023-11-09 05:30:17
726,login,2023-07-03 23:36:55
447,login,2023-07-21 16:31:54
2,view,2023-06-27 11:26:31
533,login,2023-02-27 20:13:39
948,purchase,2023-08-24 10:45:27
826,logout,2023-12-13 20:35:26
552,click,2023-07-20 04:51:42
704,login,2023-02-24 06:51:11
737,click,2023-05-08 08:51:47
963,click,2023-12-28 16:59:08
760,click,2023-08-27 02:12:32
755,purchase,2023-05-04 16:54:54
687,login,2023-03-05 02:37:43
202,view,2023-06-02 14:36:07
373,purchase,2023-08-28 10:12:03
442,view,2023-10-15 02:57:21
72,login,2023-11-24 05:37:09
972,purchase,2023-04-27 05:03:58
681,click,2023-08-19 13:54:53
943,purchase,2023-05-11 15:13:40
339,purchase,2023-07-17 00:31:06
639,login,2023-11-18 16:12:59
322,click,2023-07-17 22:52:47
680,click,2023-07-26 17:46:00
869,logout,2023-07-10 05:42:06
128,logout,2023-10-03 05:56:01
738,view,2023-08-07 14:50:03
922,logout,2023-04-27 10:15:02
308,login,2023-07-04 10:19:11
520,purchase,2023-11-13 19:19:48
317,click,2023-01-07 11:04:03
683,purchase,2023-05-24 01:20:37
419,login,2023-05-09 15:22:36
335,purchase,2023-09-19 16:19:50
413,click,2023-02-12 13:35:19
714,logout,2023-06-11 18:26:12
303,view,2023-08-15 16:29:53
568,click,2023-04-30 11:45:54
131,click,2023-11-06 10:17:35
197,click,2023-12-16 01:06:59
431,click,2023-10-09 16:30:41
681,login,2023-12-05 16:33:10
963,click,2023-09-25 05:01:53
389,purchase,2023-09-02 09:07:58
694,login,2023-01-11 08:22:10
767,logout,2023-08-20 19:36:03
925,purchase,2023-07-04 07:30:05
179,purchase,2023-04-14 02:55:22
631,purchase,2023-09-12 14:33:02
583,purchase,2023-11-01 01:11:38
309,login,2023-10-29 10:21:15
416,logout,2023-08-13 15:46:17
562,logout,2023-08-13 07:56:34
854,click,2023-03-30 08:51:23
1,view,2023-10-08 03:56:11
312,login,2023-01-20 22:39:53
294,logout,2023-08-15 14:49:52
216,login,2023-07-06 14:06:26
441,login,2023-03-08 05:17:15
805,click,2023-07-23 14:11:58
594,logout,2023-09-02 06:56:24
622,view,2023-10-08 01:54:40
671,view,2023-08-29 16:21:22
330,view,2023-10-28 19:51:08
477,purchase,2023-11-23 16:14:45
453,logout,2023-05-28 15:37:50
453,purchase,2023-02-27 09:22:09
692,purchase,2023-11-16 02:26:17
219,purchase,2023-09-22 08:50:04
524,click,2023-04-05 01:26:08
485,click,2023-01-13 06:15:30
813,login,2023-08-11 08:44:30
923,login,2023-09-30 01:19:41
983,logout,2023-02-12 16:18:01
816,logout,2023-03-16 02:14:19
754,click,2023-01-08 08:30:32
174,login,2023-06-21 06:46:38
675,login,2023-05-02 19:49:33
87,purchase,2023-06-12 15:18:55
